 	Area	Mean
1	535.014	702.856
2	41.509	715.364
3	102.553	714.475
4	16.640	811.867
5	56.172	684.418
6	5.838	676.331
7	109.035	763.489
8	12.365	622.855
9	25.236	681.993
10	8.136	746.169
11	111.195	737.641
12	21.513	667.536
13	34.476	678.744
14	52.587	697.339
15	27.443	734.141
16	54.839	691.508
17	37.509	659.080
18	47.944	666.976
19	58.746	597.661
20	90.786	639.313
21	19.766	654.081
22	17.376	660.569
23	21.467	693.737
24	26.615	751.472
25	40.497	722.364
26	40.911	638.162
27	27.764	602.397
28	140.476	710.303
29	24.041	648.440
30	57.781	656.395
31	69.227	724.898
32	20.088	594.330
33	20.501	673.260
34	30.338	733.779
35	37.785	776.747
36	49.001	675.222
37	30.660	631.366
38	12.411	652.989
39	31.028	630.569
40	25.880	630.540
41	213.564	674.934
42	22.892	632.426
43	27.948	651.074
44	42.842	785.694
45	25.466	603.094
46	30.522	610.748
47	157.898	679.100
48	16.181	672.153
49	29.465	730.337
50	28.316	639.338
51	48.358	659.162
52	31.855	685.707
53	227.125	745.253
54	20.455	619.216
55	236.548	711.328
56	21.329	626.448
57	9.607	537.187
58	65.044	644.160
59	25.972	607.083
60	19.214	710.246
61	26.477	629.896
62	25.374	530.065
63	62.654	683.325
64	90.923	652.216
65	56.494	703.317
66	14.342	592.987
67	29.649	705.913
68	14.204	633.874
69	106.185	696.730
70	30.844	668.319
71	63.619	787.819
72	21.651	595.100
73	597.530	689.401
74	21.880	635.265
75	20.961	615.958
76	37.739	689.933
77	30.017	680.348
78	24.317	662.928
79	28.638	665.700
80	28.132	578.154
81	26.891	659.523
82	213.932	693.092
83	29.833	649.965
84	18.203	614.747
85	32.315	653.425
86	25.098	659.115
87	55.207	814.345
88	138.821	706.703
89	82.236	721.419
90	14.985	591.067
91	43.669	645.055
92	34.016	660.388
93	18.709	577.725
94	38.383	632.995
95	31.855	703.043
96	7.998	614.213
97	22.570	700.473
98	12.549	618.429
