 	Area	Mean
1	133.719	3141.526
2	1090.943	3253.903
3	82.374	3495.738
4	32.913	3515.972
5	8.964	2755.159
6	6.160	3274.142
7	34.476	3438.276
8	38.245	2862.410
9	91.199	3205.294
10	15.399	2989.281
11	27.397	3243.570
12	8.044	2550.131
13	33.188	3463.093
14	37.785	3218.648
15	25.512	3370.009
16	64.676	3635.075
17	9.423	3358.780
18	7.585	2777.842
19	30.017	2770.090
20	42.106	3891.144
21	29.051	2960.592
22	56.172	3194.963
23	40.130	3225.109
24	10.021	3114.573
25	1066.994	3455.845
26	47.025	3193.757
27	213.426	3391.748
28	40.635	3383.974
29	61.964	3052.197
30	36.452	2877.682
31	24.639	2982.972
32	36.866	3386.910
33	9.285	3386.490
34	144.521	3096.633
35	23.857	3011.545
36	28.959	3994.111
37	114.551	2924.030
38	37.555	3199.823
39	46.289	3185.607
40	35.441	3105.752
41	29.143	3330.240
42	29.419	3150.361
43	28.546	3369.095
44	31.488	3399.604
45	205.704	3707.797
46	31.488	2949.898
47	24.776	2976.755
48	50.794	3298.273
49	53.506	3084.625
50	34.062	3391.343
51	13.744	2809.100
52	38.613	3255.355
53	26.983	2724.772
54	54.517	3149.698
55	31.074	3148.324
56	29.603	3088.970
57	46.611	3190.867
58	28.730	2975.290
59	32.315	3428.885
60	20.869	3189.833
61	31.534	2920.025
62	40.543	3035.085
63	22.340	3930.208
64	10.021	2722.307
65	18.341	2953.268
66	18.111	3257.959
