 	Area	Mean
1	635.131	3771.194
2	161.208	2847.572
3	104.162	3088.895
4	49.139	3192.549
5	13.331	2576.269
6	24.914	2914.546
7	29.741	2986.541
8	18.433	2499.312
9	5.424	2643.483
10	16.962	2836.111
11	16.181	2701.165
12	5.010	2399.312
13	16.135	2764.889
14	232.871	3371.781
15	21.972	3246.249
16	24.960	2732.746
17	31.717	2866.262
18	35.257	2850.138
19	17.192	2879.388
20	123.468	3104.520
21	5.700	2450.194
22	15.859	2658.983
23	23.489	2632.783
24	30.752	2916.664
25	23.030	2804.593
26	25.282	2676.829
27	41.554	2881.249
28	103.289	2792.130
29	13.928	2662.330
30	24.822	2742.346
31	29.925	2986.246
32	21.053	2712.692
33	46.933	2792.249
34	42.474	2836.736
35	19.674	2866.068
36	15.353	2544.587
37	5.792	2360.952
38	16.870	2635.223
39	37.004	2992.270
40	346.640	3508.434
41	34.062	2671.061
42	19.812	2556.770
43	21.697	2938.337
44	27.305	2882.985
45	44.175	2810.312
46	66.469	2915.988
47	20.547	2688.096
48	57.000	3086.419
49	26.615	2523.385
50	9.377	2705.578
51	10.481	2574.338
52	12.043	2532.710
53	17.651	2584.857
54	60.677	3030.309
55	10.343	2425.240
56	22.616	2679.130
57	37.096	2858.887
58	24.179	2750.496
59	21.972	2857.038
60	35.992	2508.542
61	18.525	2597.886
62	20.823	2881.861
63	14.296	2518.196
64	9.469	2533.058
65	24.684	2779.274
66	18.019	2728.536
67	5.286	2353.417
68	7.998	3085.667
69	14.020	2628.039
70	12.365	2680.870
71	5.930	2384.039
72	45.600	2745.270
73	94.785	3315.917
74	6.068	2378.932
75	5.148	2387.304
76	12.043	2570.851
77	19.352	2942.107
78	8.504	2418.476
79	15.629	2844.547
80	18.387	2795.060
81	8.918	2451.222
82	15.353	2602.865
83	29.833	2856.481
84	29.787	3226.045
85	25.880	2884.938
86	26.247	2809.795
87	46.197	3176.442
88	9.929	2629.884
89	34.751	3425.189
90	24.822	2795.252
91	7.171	2512.167
92	15.307	2801.943
93	15.859	2740.162
94	7.033	2440.386
95	14.939	2576.917
96	9.423	2544.210
97	182.307	3133.940
98	17.789	2588.853
99	41.279	2832.121
100	12.733	2497.336
101	111.885	3134.069
102	15.445	2627.179
103	21.651	2781.276
104	33.878	2769.531
105	46.427	2725.346
106	20.455	2649.036
107	15.123	2677.456
108	23.030	2846.481
109	25.788	2632.957
110	29.189	3238.833
111	10.159	2527.430
112	11.630	2779.597
113	19.904	2777.885
114	9.653	2856.252
