 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	260.980	1146795.375	68414416
2	4394.184	269.770	1185418.250	70718544
3	4394.184	282.692	1242200.125	74105984
4	4394.184	297.024	1305176	77862936
5	4394.184	309.923	1361856.750	81244344
6	4394.184	300.603	1320905.875	78801336
7	4394.184	314.513	1382026.625	82447616
8	4394.184	366.287	1609532.250	96019936
9	4394.184	355.669	1562873.250	93236392
10	4394.184	369.082	1621816	96752744
11	4394.184	383.760	1686311.750	100600368
12	4394.184	396.555	1742533.625	103954400
13	4394.184	410.645	1804451.625	107648240
14	4394.184	419.722	1844334.125	110027520
15	4394.184	431.024	1894000.375	112990456
16	4394.184	438.694	1927702.625	115001032
17	4394.184	449.819	1976589.250	117917464
18	4394.184	456.173	2004508.500	119583048
19	4394.184	462.219	2031074.250	121167880
20	4394.184	469.161	2061579	122987704
21	4394.184	473.118	2078967.500	124025048
22	4394.184	478.628	2103179.750	125469488
23	4394.184	484.608	2129456.500	127037072
24	4394.184	487.135	2140560.250	127699488
25	4394.184	487.695	2143019.750	127846224
26	4394.184	487.723	2143145.250	127853696
27	4394.184	491.054	2157780.750	128726808
28	4394.184	493.251	2167436.500	129302840
29	4394.184	497.467	2185959.750	130407888
30	4394.184	494.131	2171303.750	129533552
31	4394.184	496.699	2182584.750	130206544
32	4394.184	492.856	2165698.250	129199152
33	4394.184	494.319	2172130	129582848
34	4394.184	491.762	2160891.250	128912376
35	4394.184	492.182	2162736.500	129022464
36	4394.184	489.783	2152198.750	128393800
37	4394.184	486.471	2137643.750	127525504
38	4394.184	486.085	2135948	127424336
39	4394.184	481.536	2115958	126231800
40	4394.184	481.686	2116617.750	126271152
41	4394.184	479.512	2107063.500	125701176
42	4394.184	482.419	2119838.500	126463296
43	4394.184	477.218	2096984.250	125099872
44	4394.184	477.475	2098112.250	125167168
45	4394.184	467.312	2053455.375	122503072
46	4394.184	463.620	2037231.875	121535224
47	4394.184	455.604	2002006	119433760
48	4394.184	448.139	1969206.125	117477008
49	4394.184	443.143	1947252.125	116167296
50	4394.184	442.864	1946027.875	116094264
51	4394.184	442.702	1945312.125	116051568
52	4394.184	439.482	1931164.500	115207560
53	4394.184	438.355	1926212.625	114912144
54	4394.184	438.702	1927737.125	115003096
55	4394.184	438.534	1926997.375	114958960
56	4394.184	439.599	1931677.625	115238176
57	4394.184	442.259	1943366.750	115935512
58	4394.184	446.760	1963147.125	117115552
59	4394.184	434.605	1909734.500	113929104
60	4394.184	441.758	1941165.875	115804208
61	4394.184	449.160	1973692.750	117744672
62	4394.184	453.738	1993807.500	118944656
63	4394.184	459.486	2019064.125	120451392
64	4394.184	472.707	2077160.500	123917248
65	4394.184	474.522	2085135.750	124393032
66	4394.184	477.832	2099683	125260872
67	4394.184	481.057	2113854	126106280
68	4394.184	485.136	2131778.500	127175592
69	4394.184	490.643	2155975	128619088
70	4394.184	497.992	2188268.250	130545608
71	4394.184	507.522	2230145.500	133043888
72	4394.184	514.102	2259057.250	134768672
73	4394.184	528.305	2321467	138491856
74	4394.184	539.547	2370870.250	141439104
75	4394.184	583.627	2564563.500	152994272
76	4394.184	591.936	2601074.500	155172400
77	4394.184	585.581	2573148.750	153506432
78	4394.184	600.895	2640442.250	157520960
79	4394.184	584.502	2568408.750	153223664
