 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	115.390	507042.719	30248668
2	4394.184	118.660	521412.531	31105928
3	4394.184	129.311	568216.875	33898136
4	4394.184	139.398	612541.438	36542408
5	4394.184	142.388	625680.312	37326236
6	4394.184	153.451	674293.688	40226364
7	4394.184	160.245	704143.812	42007136
8	4394.184	71.600	314621.438	18769384
9	4394.184	73.731	323986.281	19328064
10	4394.184	75.295	330860.375	19738152
11	4394.184	76.138	334563.156	19959048
12	4394.184	77.261	339498.125	20253454
13	4394.184	104.946	461150.625	27510880
14	4394.184	187.467	823763.312	49143280
15	4394.184	186.368	818935.938	48855296
16	4394.184	186.436	819234.688	48873116
17	4394.184	187.325	823142.312	49106236
18	4394.184	188.973	830383.375	49538216
19	4394.184	181.185	796161.062	47496612
20	4394.184	205.229	901813	53799496
21	4394.184	209.638	921188.750	54955392
22	4394.184	210.542	925160.375	55192332
23	4394.184	213.142	936586.938	55874004
24	4394.184	216.679	952126.062	56801024
25	4394.184	220.035	966872.562	57680752
26	4394.184	224.637	987098.438	58887372
27	4394.184	227.199	998354.250	59558860
28	4394.184	231.742	1018317.188	60749792
29	4394.184	234.915	1032260.312	61581596
30	4394.184	241.182	1059799.625	63224512
31	4394.184	247.252	1086471.375	64815668
32	4394.184	255.635	1123307.125	67013176
33	4394.184	261.459	1148899.875	68539968
34	4394.184	267.172	1174001.500	70037456
35	4394.184	274.302	1205331.250	71906496
36	4394.184	281.836	1238439.375	73881632
37	4394.184	292.232	1284120	76606800
38	4394.184	301.114	1323151.125	78935280
39	4394.184	311.665	1369512.625	81701072
40	4394.184	322.070	1415236.125	84428800
41	4394.184	336.322	1477861.750	88164856
42	4394.184	350.244	1539034.750	91814256
43	4394.184	361.840	1589991.875	94854208
44	4394.184	372.444	1636587.875	97633984
45	4394.184	385.273	1692958.625	100996896
46	4394.184	400.706	1760774.875	105042624
47	4394.184	419.528	1843484	109976800
48	4394.184	434.332	1908536.375	113857632
49	4394.184	449.809	1976544.250	117914784
50	4394.184	462.099	2030549.750	121136584
51	4394.184	480.303	2110541.250	125908640
52	4394.184	499.370	2194321.750	130906744
53	4394.184	516.615	2270099.500	135427424
54	4394.184	529.984	2328848.500	138932208
55	4394.184	547.160	2404320.250	143434640
56	4394.184	562.085	2469906.500	147347312
57	4394.184	573.136	2518463.750	150244096
58	4394.184	579.946	2548389.750	152029376
59	4394.184	590.889	2596476.500	154898112
60	4394.184	600.193	2637357.250	157336928
61	4394.184	599.862	2635905.250	157250304
