 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	498.670	2191247.250	130723320
2	4394.184	528.358	2321701.750	138505856
3	4394.184	571.082	2509438.750	149705696
4	4394.184	597.641	2626144.500	156668000
5	4394.184	634.733	2789135	166391536
6	4394.184	673.967	2961534	176676352
7	4394.184	731.365	3213752.250	191722960
8	4394.184	821.123	3608167.250	215252592
9	4394.184	877.556	3856142	230046016
10	4394.184	930.920	4090632	244034992
11	4394.184	977.973	4297393.500	256369776
12	4394.184	1016.978	4468789.500	266594768
13	4394.184	1166.957	5127824	305910784
14	4394.184	1175.671	5166113	308195008
15	4394.184	1167.654	5130885	306093408
16	4394.184	1164.658	5117722.500	305308160
17	4394.184	1174.911	5162774	307995808
18	4394.184	1186.754	5214813	311100320
19	4394.184	1141.009	5013802.500	299108608
20	4394.184	1164.586	5117406	305289280
21	4394.184	1122.005	4930298	294127008
22	4394.184	1106.188	4860792	289980448
23	4394.184	1098.589	4827401.500	287988480
24	4394.184	1095.895	4815563	287282208
25	4394.184	1089.508	4787498.500	285608000
26	4394.184	1083.825	4762526.500	284118240
27	4394.184	1086.492	4774246	284817376
28	4394.184	1086.050	4772302	284701408
29	4394.184	1094.189	4808069	286835168
30	4394.184	1101.099	4838429.500	288646400
31	4394.184	1105.135	4856166.500	289704512
32	4394.184	1111.625	4884685	291405856
33	4394.184	1129.164	4961752	296003456
34	4394.184	1139.110	5005457.500	298610784
35	4394.184	1166.760	5126960	305859264
36	4394.184	1221.428	5367181	320190144
37	4394.184	1289.390	5665817.500	338005888
38	4394.184	1344.729	5908986.500	352512640
39	4394.184	1430.305	6285022	374945824
40	4394.184	1493.500	6562712	391511968
41	4394.184	1542.925	6779896	404468544
42	4394.184	1579.630	6941185.500	414090592
43	4394.184	1610.146	7075277	422090080
44	4394.184	1653.573	7266105	433474336
45	4394.184	1682.150	7391677.500	440965600
46	4394.184	1700.955	7474310.500	445895232
47	4394.184	1743.644	7661891	457085728
48	4394.184	1773.483	7793008.500	464907840
49	4394.184	1819.622	7995755.500	477003104
50	4394.184	1846.211	8112592.500	483973248
51	4394.184	1891.256	8310526.500	495781408
52	4394.184	1936.864	8510935	507737152
53	4394.184	1988.631	8738408	521307584
54	4394.184	2053.522	9023554	538318528
55	4394.184	2106.593	9256758	552230784
56	4394.184	2159.305	9488383	566048832
57	4394.184	2219.423	9752550	581808320
58	4394.184	2282.478	10029629	598337984
59	4394.184	2301.008	10111052	603195392
60	4394.184	2353.460	10341538	616945536
61	4394.184	2450.670	10768693	642428352
