 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	316.905	1392540.750	83074856
2	4394.184	356.084	1564700	93345376
3	4394.184	370.853	1629597.875	97216984
4	4394.184	385.668	1694694.375	101100456
5	4394.184	392.718	1725673.750	102948584
6	4394.184	375.248	1648908.750	98369016
7	4394.184	387.267	1701721.875	101519688
8	4394.184	434.650	1909930.625	113940808
9	4394.184	459.238	2017976.875	120386528
10	4394.184	480.602	2111854	125986952
11	4394.184	500.502	2199296.750	131203528
12	4394.184	522.291	2295043	136915472
13	4394.184	539.942	2372604.500	141542560
14	4394.184	558.839	2455640	146496224
15	4394.184	572.609	2516147.250	150105904
16	4394.184	587.515	2581648.500	154013504
17	4394.184	604.194	2654938.750	158385792
18	4394.184	615.868	2706237.500	161446112
19	4394.184	624.089	2742360.500	163601120
20	4394.184	635.938	2794426.500	166707216
21	4394.184	645.743	2837513	169277632
22	4394.184	650.698	2859288	170576656
23	4394.184	655.116	2878702.250	171734848
24	4394.184	654.763	2877150	171642256
25	4394.184	655.540	2880563.750	171845904
26	4394.184	662.143	2909578.500	173576848
27	4394.184	663.168	2914081	173845456
28	4394.184	669.784	2943152.750	175579792
29	4394.184	676.392	2972191.500	177312144
30	4394.184	681.260	2993582.750	178588288
31	4394.184	678.596	2981876.250	177889920
32	4394.184	679.157	2984342.750	178037056
33	4394.184	683.644	3004056	179213088
34	4394.184	681.450	2994418.250	178638128
35	4394.184	682.965	3001073.250	179035136
36	4394.184	681.325	2993866.500	178605216
37	4394.184	679.565	2986134.750	178143952
38	4394.184	680.298	2989352.250	178335920
39	4394.184	680.742	2991307.500	178452560
40	4394.184	678.925	2983322.250	177976176
41	4394.184	679.068	2983948.750	178013552
42	4394.184	675.410	2967877.750	177054800
43	4394.184	676.362	2972060	177304304
44	4394.184	669.664	2942626.750	175548400
45	4394.184	654.436	2875714	171556592
46	4394.184	643.034	2825609.750	168567504
47	4394.184	632.889	2781032.500	165908160
48	4394.184	624.138	2742578.750	163614128
49	4394.184	617.730	2714418	161934144
50	4394.184	623.601	2740218	163473296
51	4394.184	619.084	2720369.250	162289184
52	4394.184	615.145	2703060.250	161256576
53	4394.184	606.674	2665836.250	159035904
54	4394.184	596.562	2621402	156385088
55	4394.184	580.445	2550584.250	152160304
56	4394.184	571.360	2510659.250	149778496
57	4394.184	550.314	2418182	144261568
58	4394.184	558.674	2454917	146453088
59	4394.184	587.831	2583036.250	154096288
60	4394.184	559.101	2456793.750	146565040
61	4394.184	535.993	2355252.500	140507392
62	4394.184	538.353	2365622.500	141126048
63	4394.184	542.109	2382126	142110576
64	4394.184	538.599	2366700.750	141190368
65	4394.184	543.840	2389733.250	142564416
66	4394.184	535.112	2351381.250	140276448
67	4394.184	538.417	2365903.500	141142800
68	4394.184	566.248	2488196	148438416
69	4394.184	575.821	2530264.750	150948096
70	4394.184	579.537	2546593.250	151922224
71	4394.184	582.935	2561525.250	152813024
72	4394.184	579.447	2546194.750	151898448
73	4394.184	582.051	2557637	152581056
74	4394.184	582.937	2561530.250	152813312
75	4394.184	604.511	2656333	158468960
76	4394.184	609.205	2676957.250	159699344
77	4394.184	612.272	2690435	160503392
78	4394.184	593.418	2607586.500	155560896
79	4394.184	576.296	2532352	151072624
