 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	146.012	641603.875	38276188
2	4394.184	155.380	682768.062	40731920
3	4394.184	151.064	663801.562	39600436
4	4394.184	162.515	714122.125	42602412
5	4394.184	171.260	752546.062	44894672
6	4394.184	180.675	793919.375	47362880
7	4394.184	194.541	854847.625	50997680
8	4394.184	241.969	1063254.625	63430620
9	4394.184	266.118	1169370.750	69761200
10	4394.184	283.534	1245898.375	74326608
11	4394.184	294.277	1293108.500	77143024
12	4394.184	305.847	1343946.875	80175896
13	4394.184	308.382	1355085.750	80840408
14	4394.184	312.073	1371306.875	81808112
15	4394.184	322.066	1415215.750	84427584
16	4394.184	327.322	1438314.250	85805576
17	4394.184	335.056	1472299.750	87833048
18	4394.184	342.276	1504024.250	89725632
19	4394.184	346.111	1520877	90731016
20	4394.184	351.736	1545594.500	92205592
21	4394.184	356.553	1566759.375	93468224
22	4394.184	357.106	1569189.250	93613184
23	4394.184	367.058	1612920.750	96222080
24	4394.184	365.929	1607961.125	95926208
25	4394.184	372.317	1636028.125	97600592
26	4394.184	348.328	1530618	91312144
27	4394.184	330.807	1453627.500	86719112
28	4394.184	332.520	1461152.750	87168048
29	4394.184	311.134	1367181.125	81561976
30	4394.184	312.889	1374889.625	82021848
31	4394.184	314.135	1380368.250	82348688
32	4394.184	315.640	1386982	82743240
33	4394.184	279.361	1227565.125	73232904
34	4394.184	280.469	1232432.625	73523280
35	4394.184	282.654	1242035.625	74096168
36	4394.184	278.123	1222125.500	72908392
37	4394.184	280.933	1234472.625	73644984
38	4394.184	283.765	1246916	74387320
39	4394.184	284.934	1252052.750	74693768
40	4394.184	287.066	1261419.125	75252528
41	4394.184	291.318	1280105.250	76367288
42	4394.184	291.870	1282532	76512064
43	4394.184	297.132	1305652.750	77891376
44	4394.184	286.511	1258982.125	75107144
45	4394.184	287.676	1264100.375	75412480
46	4394.184	286.838	1260420.750	75192976
47	4394.184	287.590	1263725.125	75390104
48	4394.184	290.794	1277802.250	76229896
49	4394.184	294.734	1295113.500	77262640
50	4394.184	295.079	1296631.875	77353216
51	4394.184	296.358	1302252.875	77688552
52	4394.184	302.242	1328105.750	79230856
53	4394.184	305.261	1341374.875	80022456
54	4394.184	309.681	1360794.500	81180968
55	4394.184	303.375	1333086.375	79527992
56	4394.184	313.428	1377258.625	82163176
57	4394.184	320.193	1406986.750	83936664
58	4394.184	328.822	1444905.500	86198784
59	4394.184	318.061	1397618.875	83377808
60	4394.184	324.909	1427711.750	85173064
61	4394.184	330.955	1454278.625	86757960
62	4394.184	339.133	1490211.375	88901600
63	4394.184	330.341	1451578	86596848
64	4394.184	321.577	1413067	84299400
65	4394.184	331.995	1458847.125	87030504
66	4394.184	342.565	1505291.750	89801248
67	4394.184	355.982	1564252	93318648
68	4394.184	371.136	1630841.375	97291168
69	4394.184	361.900	1590253	94869792
70	4394.184	394.001	1731311.625	103284928
71	4394.184	411.964	1810246.500	107993952
72	4394.184	422.913	1858357.750	110864120
73	4394.184	463.126	2035060.500	121405688
74	4394.184	482.057	2118248	126368416
75	4394.184	543.109	2386522.250	142372848
76	4394.184	566.878	2490967.500	148603744
77	4394.184	587.828	2583025	154095616
78	4394.184	619.800	2723515.500	162476880
79	4394.184	609.336	2677533.750	159733728
