 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	104.324	458416.906	27347796
2	4394.184	111.382	489434.531	29198216
3	4394.184	114.959	505151.469	30135842
4	4394.184	123.911	544487.375	32482508
5	4394.184	134.488	590966.688	35255324
6	4394.184	140.444	617137.688	36816608
7	4394.184	150.696	662187.188	39504128
8	4394.184	67.782	297847.219	17768684
9	4394.184	69.247	304285.156	18152752
10	4394.184	70.497	309778.875	18480492
11	4394.184	71.186	312805.938	18661076
12	4394.184	71.512	314237.844	18746500
13	4394.184	72.396	318121.500	18978188
14	4394.184	171.003	751417.625	44827352
15	4394.184	170.111	747500.062	44593640
16	4394.184	170.246	748094.312	44629096
17	4394.184	172.046	756000.688	45100764
18	4394.184	173.607	762860	45509972
19	4394.184	175.752	772288.250	46072432
20	4394.184	187.961	825937.250	49272972
21	4394.184	191.591	841887.812	50224536
22	4394.184	194.948	856638.938	51104544
23	4394.184	197.884	869539.938	51874180
24	4394.184	200.692	881876.250	52610128
25	4394.184	203.547	894422.500	53358600
26	4394.184	208.725	917174.250	54715900
27	4394.184	212.101	932009.562	55600932
28	4394.184	217.354	955093	56978024
29	4394.184	221.201	971997.938	57986520
30	4394.184	227.239	998528.562	59569256
31	4394.184	231.235	1016089.812	60616912
32	4394.184	238.073	1046137.250	62409452
33	4394.184	244.518	1074456.625	64098900
34	4394.184	251.149	1103595.750	65837256
35	4394.184	255.994	1124884.375	67107272
36	4394.184	263.694	1158720.375	69125824
37	4394.184	271.803	1194353	71251568
38	4394.184	279.883	1229857.250	73369648
39	4394.184	288.034	1265672.500	75506280
40	4394.184	296.046	1300880.625	77606688
41	4394.184	308.583	1355972.375	80893296
42	4394.184	316.907	1392549.250	83075368
43	4394.184	329.634	1448471.625	86411528
44	4394.184	339.354	1491182.625	88959544
45	4394.184	355.018	1560012.125	93065712
46	4394.184	367.415	1614490.125	96315696
47	4394.184	382.569	1681080	100288264
48	4394.184	405.378	1781306.125	106267448
49	4394.184	428.935	1884821	112442840
50	4394.184	454.900	1998914.375	119249312
51	4394.184	494.544	2173115.750	129641648
52	4394.184	539.292	2369746	141372032
53	4394.184	569.861	2504073.250	149385600
54	4394.184	590.591	2595166.750	154819968
55	4394.184	617.544	2713602	161885456
56	4394.184	643.990	2829808.750	168818016
57	4394.184	668.871	2939144.250	175340640
58	4394.184	694.478	3051665.500	182053328
59	4394.184	713.101	3133497.500	186935184
60	4394.184	744.199	3270145.750	195087216
61	4394.184	775.934	3409597.500	203406496
