 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	45.706	200842.562	11981673
2	4394.184	42.935	188663.219	11255089
3	4394.184	45.401	199501.375	11901662
4	4394.184	46.864	205930.547	12285207
5	4394.184	46.203	203022.406	12111716
6	4394.184	49.247	216398.906	12909718
7	4394.184	52.434	230402.688	13745142
8	4394.184	48.151	211582.875	12622408
9	4394.184	59.753	262565.719	15663894
10	4394.184	64.826	284856.094	16993672
11	4394.184	69.556	305643.781	18233804
12	4394.184	73.713	323909.719	19323496
13	4394.184	76.626	336710.219	20087136
14	4394.184	79.246	348220.250	20773788
15	4394.184	81.138	356535.719	21269864
16	4394.184	84.962	373340.281	22272376
17	4394.184	87.663	385205.344	22980210
18	4394.184	88.769	390068.469	23270330
19	4394.184	91.106	400335.656	23882840
20	4394.184	91.827	403502.688	24071776
21	4394.184	93.336	410137.094	24467566
22	4394.184	94.650	415907.906	24811836
23	4394.184	95.464	419487.906	25025408
24	4394.184	97.203	427126.938	25481128
25	4394.184	97.029	426363.625	25435592
26	4394.184	97.796	429731.969	25636538
27	4394.184	98.733	433849.438	25882172
28	4394.184	99.319	436424.250	26035780
29	4394.184	100.219	440379.750	26271752
30	4394.184	100.696	442475.469	26396776
31	4394.184	96.423	423698.344	25276588
32	4394.184	96.891	425756.969	25399400
33	4394.184	97.034	426386.469	25436956
34	4394.184	97.064	426517.438	25444768
35	4394.184	97.451	428217.906	25546212
36	4394.184	98.847	434351.125	25912102
37	4394.184	98.469	432689.281	25812960
38	4394.184	98.980	434936.438	25947020
39	4394.184	100.458	441431.562	26334500
40	4394.184	101.228	444812.312	26536186
41	4394.184	102.285	449457.938	26813332
42	4394.184	103.297	453908.062	27078812
43	4394.184	94.735	416284.875	24834324
44	4394.184	104.223	457973.656	27321352
45	4394.184	105.093	461796.500	27549412
46	4394.184	105.590	463983.562	27679888
47	4394.184	100.348	440946.406	26305556
48	4394.184	100.894	443345.312	26448670
49	4394.184	101.282	445051.219	26550440
50	4394.184	95.481	419563.094	25029892
51	4394.184	98.010	430675.219	25692808
52	4394.184	99.854	438776	26176076
53	4394.184	100.530	441748.688	26353420
54	4394.184	102.067	448501.062	26756246
55	4394.184	105.808	464938.531	27736856
56	4394.184	108.276	475785	28383924
57	4394.184	108.307	475921.281	28392056
58	4394.184	111.714	490893.438	29285248
59	4394.184	109.952	483150.281	28823316
60	4394.184	115.811	508893.594	30359086
61	4394.184	115.508	507561.531	30279618
62	4394.184	120.296	528603.125	31534900
63	4394.184	123.862	544273.062	32469720
64	4394.184	119.679	525891.938	31373158
65	4394.184	123.682	543483.562	32422620
66	4394.184	127.232	559079.812	33353048
67	4394.184	129.713	569982.625	34003480
68	4394.184	135.980	597520.062	35646280
69	4394.184	139.708	613901	36623516
70	4394.184	143.852	632113.438	37710016
71	4394.184	148.832	653993.438	39015312
72	4394.184	153.789	675776.312	40314816
73	4394.184	160.288	704335.250	42018560
74	4394.184	159.538	701040	41821972
75	4394.184	186.450	819293.688	48876640
76	4394.184	191.221	840261.188	50127496
77	4394.184	197.980	869962.375	51899380
78	4394.184	202.543	890012.938	53095536
79	4394.184	187.403	823484.875	49126672
