 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	415.654	1826460.375	108961216
2	4394.184	456.616	2006456.625	119699264
3	4394.184	477.835	2099696.250	125261672
4	4394.184	534.792	2349972.500	140192400
5	4394.184	578.639	2542647.250	151686816
6	4394.184	617.156	2711898.750	161783856
7	4394.184	649.214	2852765.250	170187536
8	4394.184	323.752	1422627.625	84869752
9	4394.184	330.557	1452528.875	86653568
10	4394.184	334.989	1472001.125	87815232
11	4394.184	338.835	1488903.875	88823600
12	4394.184	343.283	1508449	89989600
13	4394.184	373.245	1640106.500	97843904
14	4394.184	749.832	3294899.750	196563968
15	4394.184	754.729	3316417.500	197847648
16	4394.184	757.747	3329678	198638720
17	4394.184	765.539	3363918	200681392
18	4394.184	773.086	3397082.500	202659888
19	4394.184	758.379	3332456.250	198804480
20	4394.184	808.697	3553565.250	211995184
21	4394.184	830.729	3650376	217770624
22	4394.184	838.071	3682637.750	219695280
23	4394.184	844.405	3710472.250	221355792
24	4394.184	850.056	3735303	222837120
25	4394.184	841.841	3699206.250	220683696
26	4394.184	836.545	3675933	219295296
27	4394.184	835.045	3669339.250	218901920
28	4394.184	835.035	3669297	218899408
29	4394.184	827.255	3635109.250	216859872
30	4394.184	830.099	3647609.500	217605584
31	4394.184	834.108	3665225.250	218656480
32	4394.184	836.286	3674796.250	219227472
33	4394.184	832.732	3659179	218295792
34	4394.184	840.224	3692099.500	220259728
35	4394.184	847.571	3724380.750	222185536
36	4394.184	857.155	3766495.500	224697968
37	4394.184	863.103	3792632.250	226257216
38	4394.184	873.545	3838516	228994512
39	4394.184	897.920	3945623.500	235384224
40	4394.184	900.340	3956258.750	236018688
41	4394.184	927.816	4076993	243221344
42	4394.184	951.413	4180684.750	249407280
43	4394.184	974.216	4280885.500	255384960
44	4394.184	992.679	4362014.500	260224880
45	4394.184	1017.671	4471832	266776256
46	4394.184	1047.491	4602869	274593536
47	4394.184	1092.852	4802192.500	286484576
48	4394.184	1125.918	4947491.500	295152704
49	4394.184	1156.282	5080917	303112448
50	4394.184	1202.790	5285279	315304128
51	4394.184	1242.277	5458793	325655424
52	4394.184	1280.560	5627015	335691040
53	4394.184	1323.231	5814521.500	346877152
54	4394.184	1366.797	6005956.500	358297600
55	4394.184	1399.543	6149847.500	366881696
56	4394.184	1438.525	6321141.500	377100608
57	4394.184	1477.920	6494251	387427808
58	4394.184	1508.817	6630021	395527424
59	4394.184	1538.451	6760236	403295680
60	4394.184	1570.153	6899539	411606080
61	4394.184	1615.390	7098321.500	423464832
