 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	113.351	498086.531	29714368
2	4394.184	119.654	525780.562	31366512
3	4394.184	126.032	553807.750	33038532
4	4394.184	134.436	590738	35241680
5	4394.184	145.703	640246.375	38195204
6	4394.184	142.899	627922.750	37460012
7	4394.184	169.185	743430.938	44350892
8	4394.184	215.929	948830.250	56604408
9	4394.184	246.903	1084937.125	64724140
10	4394.184	261.285	1148135.625	68494376
11	4394.184	273.506	1201835.875	71697968
12	4394.184	282.214	1240098.250	73980592
13	4394.184	288.321	1266934.375	75581552
14	4394.184	292.211	1284027.500	76601280
15	4394.184	296.984	1305004.125	77852680
16	4394.184	301.860	1326426.250	79130664
17	4394.184	308.829	1357053.375	80957784
18	4394.184	311.489	1368737.875	81654848
19	4394.184	316.567	1391055.375	82986248
20	4394.184	324.716	1426862.500	85122392
21	4394.184	326.345	1434017.750	85549256
22	4394.184	332.371	1460498.625	87129024
23	4394.184	338.002	1485241	88605080
24	4394.184	329.925	1449750.250	86487808
25	4394.184	333.314	1464643.375	87376288
26	4394.184	338.201	1486118.625	88657440
27	4394.184	346.938	1524507.500	90947608
28	4394.184	349.860	1537347.375	91713592
29	4394.184	354.258	1556676.500	92866712
30	4394.184	358.379	1574781.250	93946784
31	4394.184	364.878	1603340.375	95650544
32	4394.184	369.050	1621675.625	96744368
33	4394.184	377.210	1657530.375	98883352
34	4394.184	382.316	1679965.625	100221776
35	4394.184	391.517	1720397.375	102633816
36	4394.184	397.848	1748215.125	104293344
37	4394.184	399.901	1757239.875	104831728
38	4394.184	406.329	1785484.500	106516720
39	4394.184	415.378	1825246.625	108888808
40	4394.184	422.483	1856465.875	110751256
41	4394.184	420.662	1848466	110274008
42	4394.184	431.834	1897559.750	113202800
43	4394.184	484.622	2129516.500	127040648
44	4394.184	442.367	1943841.625	115963840
45	4394.184	457.549	2010555	119943760
46	4394.184	465.823	2046910.625	122112632
47	4394.184	472.746	2077331.625	123927456
48	4394.184	519.332	2282040.500	136139792
49	4394.184	535.791	2354362.250	140454272
50	4394.184	540.771	2376248.250	141759936
51	4394.184	543.259	2387179	142412032
52	4394.184	557.954	2451752.750	146264320
53	4394.184	597.634	2626114.250	156666208
54	4394.184	613.595	2696250.750	160850336
55	4394.184	631.641	2775545.250	165580816
56	4394.184	641.385	2818362.250	168135152
57	4394.184	646.375	2840290	169443296
58	4394.184	673.457	2959292.250	176542624
59	4394.184	687.700	3021880.250	180276432
60	4394.184	704.560	3095967.250	184696240
61	4394.184	727.712	3197699.500	190765296
62	4394.184	763.918	3356796.250	200256528
63	4394.184	774.726	3404288.500	203089776
64	4394.184	788.245	3463695.250	206633808
65	4394.184	814.242	3577930.250	213448736
66	4394.184	838.453	3684318	219795504
67	4394.184	862.594	3790397.250	226123888
68	4394.184	874.992	3844874.250	229373808
69	4394.184	917.026	4029582	240392928
70	4394.184	942.347	4140846.750	247030656
71	4394.184	973.736	4278774.500	255259024
72	4394.184	992.310	4360391.500	260128048
73	4394.184	1015.139	4460708	266112640
74	4394.184	1024.599	4502278	268592576
75	4394.184	1072.203	4711455.500	281071488
76	4394.184	1086.703	4775171.500	284872608
77	4394.184	1093.844	4806550.500	286744576
78	4394.184	1121.577	4928415	294014656
79	4394.184	1144.751	5030246.500	300089600
