 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	92.194	405117.188	24168092
2	4394.184	98.884	434513.531	25921792
3	4394.184	100.803	442948.562	26425000
4	4394.184	108.914	478586.625	28551062
5	4394.184	116.269	510905.312	30479100
6	4394.184	119.983	527228.625	31452900
7	4394.184	126.262	554816.750	33098724
8	4394.184	130.895	575175.312	34313256
9	4394.184	137.728	605202.812	36104608
10	4394.184	144.519	635045.125	37884912
11	4394.184	144.362	634351	37843504
12	4394.184	152.189	668744.688	39895328
13	4394.184	106.170	466530.406	27831824
14	4394.184	73.614	323473.625	19297480
15	4394.184	74.688	328194.094	19579088
16	4394.184	74.491	327325.969	19527300
17	4394.184	74.424	327033.500	19509850
18	4394.184	73.544	323164.469	19279036
19	4394.184	171.767	754774.438	45027608
20	4394.184	171.512	753653.500	44960736
21	4394.184	172.192	756644.812	45139192
22	4394.184	171.884	755291.500	45058456
23	4394.184	171.890	755315.062	45059860
24	4394.184	173.410	761996.250	45458440
25	4394.184	174.347	766111.500	45703944
26	4394.184	175.192	769825.062	45925484
27	4394.184	176.898	777323.938	46372844
28	4394.184	177.894	781699.125	46633856
29	4394.184	179.017	786635.500	46928344
30	4394.184	181.435	797257.938	47562048
31	4394.184	185.875	816769.625	48726060
32	4394.184	186.564	819797.375	48906684
33	4394.184	189.639	833310.750	49712852
34	4394.184	192.240	844737.750	50394552
35	4394.184	194.861	856256.562	51081732
36	4394.184	199.296	875743.750	52244280
37	4394.184	205.646	903644.750	53908772
38	4394.184	209.921	922431.250	55029520
39	4394.184	213.826	939589.750	56053144
40	4394.184	219.217	963281	57466496
41	4394.184	223.465	981944.500	58579900
42	4394.184	229.387	1007968.062	60132392
43	4394.184	239.467	1052260.125	62774724
44	4394.184	246.935	1085080	64732656
45	4394.184	252.590	1109925	66214836
46	4394.184	263.270	1156856	69014608
47	4394.184	268.553	1180072.375	70399624
48	4394.184	277.799	1220701.750	72823456
49	4394.184	287.358	1262702.625	75329104
50	4394.184	300.073	1318576.750	78662384
51	4394.184	313.578	1377918.625	82202552
52	4394.184	327.216	1437848.125	85777768
53	4394.184	340.379	1495686.500	89228232
54	4394.184	354.346	1557061.750	92889696
55	4394.184	368.654	1619932.250	96640360
56	4394.184	385.990	1696112	101185024
57	4394.184	399.217	1754233.500	104652376
58	4394.184	413.083	1815163.500	108287280
59	4394.184	426.058	1872179.125	111688672
60	4394.184	442.493	1944397	115996968
61	4394.184	460.323	2022745.625	120671024
