 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	209.405	920164.688	54894300
2	4394.184	217.086	953913.938	56907680
3	4394.184	224.456	986300.062	58839744
4	4394.184	227.614	1000177.688	59667640
5	4394.184	221.371	972745.812	58031136
6	4394.184	234.264	1029399.250	61410912
7	4394.184	254.958	1120331.750	66835680
8	4394.184	319.966	1405988.125	83877088
9	4394.184	353.112	1551639.375	92566216
10	4394.184	376.230	1653221.750	98626320
11	4394.184	392.588	1725102.875	102914536
12	4394.184	402.407	1768250.375	105488584
13	4394.184	412.154	1811080.125	108043680
14	4394.184	416.503	1830188.875	109183656
15	4394.184	424.807	1866682	111360720
16	4394.184	432.884	1902173.625	113478048
17	4394.184	439.233	1930070.625	115142304
18	4394.184	448.886	1972486.125	117672688
19	4394.184	453.118	1991085	118782240
20	4394.184	461.959	2029933.875	121099848
21	4394.184	470.842	2068968.125	123428512
22	4394.184	481.002	2113610.750	126091760
23	4394.184	486.037	2135734.750	127411616
24	4394.184	492.472	2164010.750	129098480
25	4394.184	500.782	2200526	131276872
26	4394.184	504.861	2218451.750	132346264
27	4394.184	514.410	2260413.250	134849568
28	4394.184	522.536	2296120.500	136979760
29	4394.184	530.801	2332435.500	139146208
30	4394.184	540.112	2373350.500	141587072
31	4394.184	549.940	2416536	144163376
32	4394.184	556.861	2446949.250	145977744
33	4394.184	559.590	2458943.250	146693280
34	4394.184	567.841	2495197.500	148856096
35	4394.184	574.965	2526503.500	150723728
36	4394.184	586.494	2577164	153745984
37	4394.184	595.623	2617277.250	156139024
38	4394.184	596.419	2620776.750	156347792
39	4394.184	608.484	2673788.750	159510320
40	4394.184	619.345	2721516	162357600
41	4394.184	630.292	2769618.250	165227232
42	4394.184	637.204	2799991.500	167039200
43	4394.184	698.260	3068281	183044560
44	4394.184	625.752	2749669.500	164037152
45	4394.184	637.475	2801180.500	167110144
46	4394.184	643.615	2828161.500	168719744
47	4394.184	657.700	2890055.250	172412144
48	4394.184	670.721	2947272.250	175825536
49	4394.184	688.599	3025831.750	180512160
50	4394.184	703.373	3090751	184385056
51	4394.184	720.788	3167276.250	188950320
52	4394.184	738.416	3244736	193571344
53	4394.184	757.716	3329542.500	198630656
54	4394.184	767.399	3372092	201169024
55	4394.184	787.943	3462365	206554448
56	4394.184	796.969	3502029.500	208920720
57	4394.184	813.416	3574297.250	213232000
58	4394.184	829.972	3647048.750	217572128
59	4394.184	834.410	3666551	218735584
60	4394.184	848.906	3730248.750	222535600
61	4394.184	853.404	3750013	223714688
62	4394.184	876.175	3850073.500	229684000
63	4394.184	884.900	3888412.750	231971200
64	4394.184	890.977	3915118.250	233564368
65	4394.184	904.522	3974635.750	237115008
66	4394.184	914.596	4018901.500	239755776
67	4394.184	939.764	4129494.750	246353440
68	4394.184	949.554	4172514.750	248919888
69	4394.184	964.183	4236796.500	252754736
70	4394.184	976.105	4289186	255880144
71	4394.184	1012.685	4449926	265469424
72	4394.184	1029.381	4523289	269846016
73	4394.184	1060.564	4660315	278020608
74	4394.184	1084.684	4766302	284343488
75	4394.184	1145.313	5032714.500	300236864
76	4394.184	1165.934	5123327.500	305642560
77	4394.184	1175.300	5164483.500	308097824
78	4394.184	1202.033	5281954	315105728
79	4394.184	1218.956	5356315.500	319541952
