 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	262.460	1153297.125	68802296
2	4394.184	282.975	1243444.375	74180208
3	4394.184	303.439	1333365.625	79544640
4	4394.184	325.864	1431904.875	85423208
5	4394.184	345.625	1518739.875	90603528
6	4394.184	368.780	1620487.250	96673472
7	4394.184	401.767	1765439.625	105320904
8	4394.184	477.915	2100045.750	125282512
9	4394.184	497.077	2184248.750	130305808
10	4394.184	513.431	2256110	134592832
11	4394.184	520.421	2286824.750	136425200
12	4394.184	527.587	2318315	138303808
13	4394.184	568.796	2499395.250	149106528
14	4394.184	555.606	2441433.250	145648672
15	4394.184	568.085	2496270.750	148920128
16	4394.184	579.789	2547697.750	151988096
17	4394.184	582.826	2561046.500	152784464
18	4394.184	593.867	2609562	155678752
19	4394.184	589.274	2589380.250	154474768
20	4394.184	565.417	2484548.250	148220800
21	4394.184	563.081	2474279.750	147608208
22	4394.184	566.988	2491448.750	148632448
23	4394.184	570.388	2506389.250	149523760
24	4394.184	577.663	2538358	151430928
25	4394.184	576.736	2534285.500	151187968
26	4394.184	583.165	2562534.750	152873232
27	4394.184	592.017	2601429.750	155193600
28	4394.184	598.790	2631192.250	156969136
29	4394.184	605.374	2660124	158695120
30	4394.184	618.035	2715758	162014096
31	4394.184	624.674	2744932	163754528
32	4394.184	629.497	2766124.500	165018800
33	4394.184	641.247	2817756.750	168099024
34	4394.184	649.765	2855187.750	170332048
35	4394.184	666.004	2926542.250	174588848
36	4394.184	676.840	2974157.500	177429440
37	4394.184	691.524	3038683.500	181278864
38	4394.184	709.783	3118918	186065408
39	4394.184	727.072	3194889.750	190597664
40	4394.184	745.488	3275812.500	195425280
41	4394.184	765.507	3363780.250	200673184
42	4394.184	783.330	3442096.250	205345264
43	4394.184	807.417	3547938.750	211659520
44	4394.184	833.696	3663413	218548368
45	4394.184	865.469	3803028.250	226877408
46	4394.184	898.714	3949113	235592400
47	4394.184	935.845	4112273.750	245326080
48	4394.184	978.682	4300508.500	256555600
49	4394.184	1018.867	4477089.500	267089904
50	4394.184	1059.859	4657217.500	277835808
51	4394.184	1098.458	4826828.500	287954304
52	4394.184	1149.277	5050134.500	301276096
53	4394.184	1184.212	5203643	310433952
54	4394.184	1216.884	5347210	318998720
55	4394.184	1229.885	5404341	322406976
56	4394.184	1259.353	5533829.500	330131904
57	4394.184	1261.582	5543625	330716256
58	4394.184	1290.780	5671924	338370208
59	4394.184	1311.934	5764880.500	343915712
60	4394.184	1327.719	5834240	348053504
61	4394.184	1369.076	6015971.500	358895040
