 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	872.500	3833926.750	228720720
2	4394.184	1017.603	4471535.500	266758560
3	4394.184	1111.855	4885694.500	291466048
4	4394.184	1198.133	5264815.500	314083296
5	4394.184	1346.435	5916483	352959872
6	4394.184	1421.994	6248504	372767264
7	4394.184	1506.980	6621948.500	395045856
8	4394.184	1801.569	7916427.500	472270624
9	4394.184	1894.575	8325112	496651552
10	4394.184	1942.195	8534361	509134688
11	4394.184	1952.357	8579016	511798720
12	4394.184	2009.502	8830119	526778784
13	4394.184	2041.066	8968818	535053120
14	4394.184	2139.360	9400742	560820480
15	4394.184	2186.205	9606588	573100608
16	4394.184	2205.043	9689363	578038720
17	4394.184	2198.236	9659451	576254272
18	4394.184	2221.845	9763194	582443264
19	4394.184	2247.940	9877862	589284032
20	4394.184	2162.547	9502630	566898752
21	4394.184	2142.080	9412692	561533376
22	4394.184	2128.454	9352817	557961344
23	4394.184	2109.805	9270871	553072768
24	4394.184	2080.468	9141960	545382272
25	4394.184	2069.805	9095104	542586944
26	4394.184	2062.551	9063227	540685312
27	4394.184	2055.727	9033243	538896512
28	4394.184	2056.457	9036448	539087744
29	4394.184	2075.706	9121035	544133952
30	4394.184	2071.511	9102603	543034304
31	4394.184	2083.824	9156707	546262080
32	4394.184	2074.936	9117648	543931904
33	4394.184	2082.338	9150176	545872448
34	4394.184	2111.342	9277623	553475584
35	4394.184	2143.000	9416738	561774720
36	4394.184	2165.559	9515864	567688320
37	4394.184	2188.183	9615280	573619136
38	4394.184	2227.711	9788970	583980992
39	4394.184	2236.898	9829340	586389312
40	4394.184	2274.292	9993656	596191936
41	4394.184	2327.494	10227435	610138496
42	4394.184	2365.801	10395764	620180544
43	4394.184	2440.394	10723538	639734528
44	4394.184	2504.785	11006484	656614272
45	4394.184	2572.469	11303901	674357312
46	4394.184	2642.652	11612297	692755264
47	4394.184	2721.136	11957172	713329472
48	4394.184	2815.633	12372407	738101184
49	4394.184	2898.055	12734585	759707648
50	4394.184	2979.509	13092509	781060288
51	4394.184	3083.726	13550460	808380352
52	4394.184	3181.256	13979024	833947200
53	4394.184	3270.167	14369715	857254656
54	4394.184	3347.510	14709576	877529792
55	4394.184	3436.714	15101552	900913920
56	4394.184	3649.989	16038722	956822656
57	4394.184	3745.209	16457139	981784192
58	4394.184	3806.650	16727120	997890496
59	4394.184	3885.696	17074460	1018611776
60	4394.184	3959.096	17396998	1037853376
61	4394.184	4015.115	17643152	1052538176
