 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	280.216	1231322.750	73457072
2	4394.184	298.268	1310643.750	78189128
3	4394.184	315.781	1387600.875	82780160
4	4394.184	326.253	1433614.750	85525208
5	4394.184	347.857	1528545.500	91188504
6	4394.184	369.560	1623915.750	96878008
7	4394.184	405.099	1780080.375	106194320
8	4394.184	450.208	1978297.500	118019376
9	4394.184	479.268	2105991	125637192
10	4394.184	505.228	2220065.500	132442536
11	4394.184	529.442	2326466.750	138790128
12	4394.184	550.194	2417652	144229968
13	4394.184	585.408	2572389.500	153461136
14	4394.184	639.344	2809394.250	167600144
15	4394.184	641.621	2819401.250	168197120
16	4394.184	642.478	2823166	168421728
17	4394.184	642.920	2825108	168537584
18	4394.184	643.714	2828596	168745664
19	4394.184	612.027	2689358.750	160439184
20	4394.184	614.253	2699142.250	161022848
21	4394.184	602.847	2649022.750	158032848
22	4394.184	607.529	2669592.750	159260000
23	4394.184	609.237	2677100.250	159707888
24	4394.184	608.955	2675861.750	159633984
25	4394.184	610.039	2680625.250	159918176
26	4394.184	612.992	2693599.500	160692176
27	4394.184	612.555	2691677.750	160577520
28	4394.184	616.518	2709093	161616464
29	4394.184	619.160	2720705	162309200
30	4394.184	628.622	2762282.250	164789584
31	4394.184	632.111	2777613.500	165704208
32	4394.184	629.653	2766812.500	165059840
33	4394.184	631.930	2776818.250	165656768
34	4394.184	641.356	2818234	168127504
35	4394.184	650.509	2858457.750	170527136
36	4394.184	660.581	2902715.250	173167408
37	4394.184	676.853	2974216.750	177432960
38	4394.184	692.576	3043304.250	181554528
39	4394.184	710.784	3123315.750	186327776
40	4394.184	727.766	3197939.250	190779584
41	4394.184	749.626	3293996	196510064
42	4394.184	777.012	3414335	203689120
43	4394.184	801.992	3524100	210237376
44	4394.184	834.039	3664922.250	218638416
45	4394.184	863.915	3796203.250	226470256
46	4394.184	901.466	3961209.500	236314032
47	4394.184	938.666	4124670.250	246065616
48	4394.184	981.575	4313219.500	257313888
49	4394.184	1044.612	4590215.500	273838656
50	4394.184	1103.224	4847769	289203552
51	4394.184	1174.786	5162225	307963072
52	4394.184	1238.407	5441787	324640896
53	4394.184	1306.973	5743080	342615168
54	4394.184	1370.542	6022411.500	359279264
55	4394.184	1446.809	6357545.500	379272352
56	4394.184	1513.165	6649123	396667008
57	4394.184	1564.318	6873902	410076640
58	4394.184	1632.804	7174840	428029696
59	4394.184	1689.604	7424431.500	442919616
60	4394.184	1757.472	7722657	460710848
61	4394.184	1833.647	8057382	480679552
