 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	144.478	634862.250	37874004
2	4394.184	154.374	678347.125	40468180
3	4394.184	163.992	720610.500	42989488
4	4394.184	169.716	745761.750	44489936
5	4394.184	183.556	806579.875	48118168
6	4394.184	194.254	853585.688	50922392
7	4394.184	208.452	915977	54644480
8	4394.184	240.934	1058709	63159448
9	4394.184	254.135	1116718	66620092
10	4394.184	271.287	1192084.250	71116216
11	4394.184	285.749	1255632	74907288
12	4394.184	299.678	1316839.750	78558760
13	4394.184	336.884	1480329.625	88312080
14	4394.184	357.017	1568796.625	93589760
15	4394.184	357.402	1570489.250	93690744
16	4394.184	357.790	1572193.750	93792432
17	4394.184	361.556	1588745.250	94779840
18	4394.184	361.341	1587800.125	94723456
19	4394.184	360.439	1583833.875	94486840
20	4394.184	342.541	1505189.125	89795128
21	4394.184	339.204	1490525.875	88920360
22	4394.184	339.890	1493539.750	89100160
23	4394.184	344.580	1514148	90329584
24	4394.184	345.830	1519641.375	90657304
25	4394.184	349.069	1533872.750	91506304
26	4394.184	348.254	1530292.750	91292736
27	4394.184	350.438	1539890.625	91865320
28	4394.184	350.203	1538855.750	91803576
29	4394.184	352.544	1549143.875	92417344
30	4394.184	357.019	1568807.250	93590392
31	4394.184	357.883	1572603.750	93816888
32	4394.184	362.982	1595007.625	95153432
33	4394.184	368.075	1617389.125	96488648
34	4394.184	373.121	1639563.875	97811536
35	4394.184	378.241	1662061.125	99153648
36	4394.184	384.689	1690392.125	100843792
37	4394.184	393.114	1727416.500	103052560
38	4394.184	397.654	1747364.250	104242576
39	4394.184	404.810	1778809.750	106118528
40	4394.184	416.136	1828577.250	109087512
41	4394.184	427.796	1879812.625	112144064
42	4394.184	435.306	1912815.250	114112896
43	4394.184	449.168	1973725.500	117746624
44	4394.184	462.539	2032480.875	121251792
45	4394.184	480.944	2113356.750	126076608
46	4394.184	493.993	2170695.750	129497280
47	4394.184	508.810	2235804	133381456
48	4394.184	531.253	2334422.250	139264720
49	4394.184	551.615	2423899	144602640
50	4394.184	574.080	2522612.750	150491616
51	4394.184	597.911	2627329.250	156738688
52	4394.184	624.674	2744933	163754592
53	4394.184	655.028	2878312.500	171711616
54	4394.184	685.056	3010260.500	179583232
55	4394.184	715.381	3143516	187532864
56	4394.184	750.250	3296736	196673504
57	4394.184	782.267	3437426.500	205066688
58	4394.184	824.398	3622556.250	216110976
59	4394.184	862.909	3791779.250	226206320
60	4394.184	905.335	3978207	237328048
61	4394.184	969.398	4259711.500	254121776
