 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	107.090	470571.469	28072900
2	4394.184	112.069	492450.781	29378156
3	4394.184	118.514	520772.281	31067732
4	4394.184	124.316	546266.750	32588658
5	4394.184	130.007	571273	34080456
6	4394.184	136.816	601196.312	35865592
7	4394.184	138.906	610379.812	36413452
8	4394.184	135.953	597402.062	35639240
9	4394.184	151.163	664238.562	39626508
10	4394.184	163.698	719319.062	42912444
11	4394.184	177.102	778219.938	46426296
12	4394.184	185.585	815495.812	48650068
13	4394.184	195.320	858270.375	51201872
14	4394.184	205.299	902123.688	53818032
15	4394.184	212.357	933135.812	55668120
16	4394.184	220.311	968087.188	57753216
17	4394.184	225.024	988796.062	58988648
18	4394.184	230.760	1014002.562	60492392
19	4394.184	235.138	1033237.500	61639892
20	4394.184	240.926	1058673	63157296
21	4394.184	243.008	1067821.625	63703076
22	4394.184	246.074	1081294.250	64506816
23	4394.184	251.371	1104570.125	65895380
24	4394.184	254.573	1118639.625	66734732
25	4394.184	258.771	1137087.625	67835280
26	4394.184	261.909	1150876.125	68657864
27	4394.184	264.891	1163979	69439536
28	4394.184	269.678	1185015.375	70694512
29	4394.184	272.900	1199174.625	71539208
30	4394.184	277.257	1218317.250	72681200
31	4394.184	281.877	1238617.875	73892272
32	4394.184	283.853	1247302.750	74410392
33	4394.184	287.436	1263048.375	75349728
34	4394.184	293.990	1291844.500	77067616
35	4394.184	297.077	1305410.875	77876952
36	4394.184	303.540	1333810.375	79571176
37	4394.184	308.171	1354160.125	80785184
38	4394.184	318.039	1397520.500	83371936
39	4394.184	323.337	1420801.750	84760824
40	4394.184	327.835	1440565.750	85939888
41	4394.184	332.588	1461453.875	87186016
42	4394.184	338.838	1488916.125	88824328
43	4394.184	330.293	1451369.125	86584392
44	4394.184	366.563	1610744.125	96092224
45	4394.184	374.719	1646586.250	98230464
46	4394.184	387.272	1701743	101520952
47	4394.184	398.895	1752816	104567816
48	4394.184	408.985	1797157.250	107213080
49	4394.184	417.134	1832962.750	109349136
50	4394.184	419.519	1843443	109974352
51	4394.184	429.955	1889301.625	112710144
52	4394.184	438.020	1924738.500	114824200
53	4394.184	443.991	1950979.125	116389640
54	4394.184	453.931	1994657.625	118995368
55	4394.184	459.801	2020450.625	120534104
56	4394.184	467.150	2052741.250	122460472
57	4394.184	474.727	2086036.625	124446768
58	4394.184	491.227	2158542	128772224
59	4394.184	501.625	2204230.750	131497888
60	4394.184	513.713	2257350	134666816
61	4394.184	511.939	2249555.500	134201824
62	4394.184	519.297	2281887.500	136130656
63	4394.184	524.962	2306780	137615664
64	4394.184	533.191	2342941.250	139772928
65	4394.184	532.274	2338910.500	139532480
66	4394.184	535.424	2352750.250	140358112
67	4394.184	547.793	2407101.750	143600560
68	4394.184	554.673	2437336.500	145404288
69	4394.184	566.757	2490433.250	148571872
70	4394.184	578.532	2542175.250	151658656
71	4394.184	588.814	2587358.500	154354144
72	4394.184	597.862	2627116.250	156725984
73	4394.184	604.497	2656269	158465152
74	4394.184	611.132	2685427.250	160204640
75	4394.184	661.946	2908713.500	173525248
76	4394.184	666.604	2929181.750	174746320
77	4394.184	667.941	2935053.500	175096608
78	4394.184	681.690	2995472.500	178701024
79	4394.184	644.967	2834105.500	169074352
