 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	102.759	451542.250	26937674
2	4394.184	92.370	405892.156	24214324
3	4394.184	97.994	430602.219	25688454
4	4394.184	103.036	452759.562	27010296
5	4394.184	101.299	445127	26554960
6	4394.184	107.168	470913.750	28093320
7	4394.184	108.218	475530.812	28368760
8	4394.184	140.215	616128.875	36756424
9	4394.184	172.781	759232.625	45293572
10	4394.184	181.140	795960.562	47484652
11	4394.184	189.137	831104.562	49581240
12	4394.184	196.808	864811.688	51592108
13	4394.184	202.231	888641.875	53013744
14	4394.184	205.790	904280.375	53946692
15	4394.184	208.702	917076.750	54710084
16	4394.184	215.574	947272.750	56511488
17	4394.184	221.579	973660.562	58085708
18	4394.184	223.773	983300.375	58660792
19	4394.184	227.671	1000428.312	59682592
20	4394.184	229.787	1009726.062	60237268
21	4394.184	232.357	1021021.125	60911096
22	4394.184	236.624	1039768.750	62029528
23	4394.184	240.377	1056261.750	63013448
24	4394.184	242.118	1063911.875	63469836
25	4394.184	241.804	1062532.500	63387544
26	4394.184	243.253	1068899.750	63767396
27	4394.184	246.392	1082690	64590080
28	4394.184	247.047	1085567.875	64761768
29	4394.184	250.108	1099020.250	65564300
30	4394.184	250.936	1102661.125	65781496
31	4394.184	241.744	1062269.750	63371868
32	4394.184	242.884	1067276	63670532
33	4394.184	243.855	1071545.750	63925248
34	4394.184	245.040	1076749.500	64235692
35	4394.184	245.950	1080748.125	64474232
36	4394.184	248.201	1090639.250	65064312
37	4394.184	248.944	1093907	65259256
38	4394.184	249.694	1097201.750	65455808
39	4394.184	251.997	1107319.375	66059400
40	4394.184	254.961	1120345.125	66836472
41	4394.184	258.911	1137702.500	67871968
42	4394.184	261.364	1148483.375	68515120
43	4394.184	266.458	1170864.750	69850328
44	4394.184	245.778	1079992.750	64429168
45	4394.184	247.747	1088646	64945396
46	4394.184	248.168	1090497.625	65055856
47	4394.184	235.428	1034512	61715924
48	4394.184	235.515	1034896	61738832
49	4394.184	237.149	1042074.688	62167092
50	4394.184	222.125	976059.875	58228844
51	4394.184	225.196	989553.750	59033848
52	4394.184	228.134	1002462.562	59803948
53	4394.184	230.709	1013777	60478936
54	4394.184	233.965	1028084.875	61332500
55	4394.184	240.270	1055789.250	62985260
56	4394.184	243.531	1070118.375	63840096
57	4394.184	246.283	1082213.750	64561672
58	4394.184	250.958	1102757.125	65787224
59	4394.184	247.462	1087393.750	64870688
60	4394.184	260.260	1143630.625	68225616
61	4394.184	261.363	1148476.750	68514728
62	4394.184	270.627	1189186.125	70943320
63	4394.184	277.364	1218789.875	72709400
64	4394.184	269.673	1184994.750	70693280
65	4394.184	277.844	1220896	72835040
66	4394.184	284.934	1252051.750	74693704
67	4394.184	291.380	1280378.500	76383592
68	4394.184	302.052	1327271.250	79181072
69	4394.184	310.889	1366105.250	81497800
70	4394.184	320.462	1408171.125	84007320
71	4394.184	332.225	1459858.875	87090864
72	4394.184	342.579	1505356.875	89805136
73	4394.184	354.516	1557810.125	92934344
74	4394.184	354.864	1559339.250	93025568
75	4394.184	394.810	1734867.875	103497080
76	4394.184	409.439	1799151.750	107332072
77	4394.184	424.346	1864656.500	111239888
78	4394.184	438.434	1926557.375	114932712
79	4394.184	424.312	1864506.500	111230944
