 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	63.692	279872.656	16696374
2	4394.184	66.523	292313.656	17438568
3	4394.184	64.563	283702.969	16924880
4	4394.184	64.875	285074.375	17006692
5	4394.184	66.895	293946.719	17535992
6	4394.184	70.017	307665.938	18354440
7	4394.184	74.976	329456.281	19654388
8	4394.184	66.272	291212.094	17372852
9	4394.184	71.761	315331.406	18811738
10	4394.184	73.748	324062.688	19332620
11	4394.184	78.675	345714.062	20624276
12	4394.184	82.789	363789.938	21702632
13	4394.184	88.023	386790.531	23074778
14	4394.184	90.211	396403.031	23648232
15	4394.184	92.820	407866.906	24332132
16	4394.184	95.508	419680.781	25036912
17	4394.184	99.036	435180.781	25961596
18	4394.184	101.306	445155.688	26556670
19	4394.184	102.991	452560.125	26998396
20	4394.184	103.719	455759.469	27189260
21	4394.184	105.797	464890.969	27734020
22	4394.184	106.686	468799.219	27967172
23	4394.184	106.822	469397.250	28002850
24	4394.184	108.931	478661.625	28555536
25	4394.184	109.909	482961.625	28812062
26	4394.184	109.756	482288.906	28771928
27	4394.184	111.087	488135.562	29120724
28	4394.184	111.074	488079.125	29117356
29	4394.184	110.938	487483.188	29081804
30	4394.184	111.907	491740.531	29335784
31	4394.184	112.538	494514.312	29501260
32	4394.184	112.141	492767.688	29397062
33	4394.184	112.714	495287.906	29547412
34	4394.184	113.217	497495.250	29679096
35	4394.184	112.864	495945.375	29586634
36	4394.184	106.526	468093.562	27925076
37	4394.184	106.244	466853.688	27851108
38	4394.184	106.556	468225.969	27932976
39	4394.184	107.379	471845.219	28148888
40	4394.184	106.961	470007.031	28039228
41	4394.184	106.728	468980.562	27977992
42	4394.184	101.305	445153.844	26556560
43	4394.184	94.885	416943.656	24873624
44	4394.184	109.949	483134.438	28822372
45	4394.184	105.690	464420.031	27705924
46	4394.184	106.586	468356.969	27940790
47	4394.184	105.913	465402.938	27764562
48	4394.184	105.767	464758.438	27726112
49	4394.184	106.835	469454.531	28006268
50	4394.184	106.657	468670.594	27959500
51	4394.184	108.889	478478.969	28544640
52	4394.184	109.930	483053.500	28817542
53	4394.184	111.750	491050.781	29294636
54	4394.184	112.983	496467.344	29617772
55	4394.184	114.657	503825.625	30056746
56	4394.184	115.948	509496.438	30395048
57	4394.184	118.673	521471.062	31109420
58	4394.184	120.677	530274.938	31634632
59	4394.184	123.521	542772.250	32380184
60	4394.184	120.227	528301.125	31516882
61	4394.184	116.283	510970.438	30482984
62	4394.184	119.690	525938.562	31375940
63	4394.184	121.616	534401.375	31880806
64	4394.184	125.234	550301	32829328
65	4394.184	126.399	555418.688	33134636
66	4394.184	131.389	577345.312	34442712
67	4394.184	134.228	589821.562	35187008
68	4394.184	139.530	613118.938	36576864
69	4394.184	142.667	626904.188	37399248
70	4394.184	148.698	653406.062	38980272
71	4394.184	156.156	686176.125	40935240
72	4394.184	157.209	690804.875	41211376
73	4394.184	162.679	714841	42645296
74	4394.184	167.629	736592.938	43942952
75	4394.184	196.237	862302.625	51442424
76	4394.184	204.282	897652.812	53551312
77	4394.184	212.007	931599.562	55576472
78	4394.184	214.703	943443.875	56283072
79	4394.184	202.703	890715.188	53137432
