 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	206.601	907844	54159288
2	4394.184	218.686	960946.750	57327240
3	4394.184	234.117	1028751.938	61372296
4	4394.184	243.225	1068774.250	63759912
5	4394.184	265.487	1166599.125	69595848
6	4394.184	285.097	1252769.500	74736520
7	4394.184	299.181	1314656.375	78428512
8	4394.184	311.194	1367442.250	81577552
9	4394.184	327.383	1438583	85821608
10	4394.184	344.498	1513788.125	90308112
11	4394.184	359.258	1578647.750	94177448
12	4394.184	373.582	1641586.625	97932200
13	4394.184	333.133	1463845.500	87328688
14	4394.184	187.360	823296.062	49115408
15	4394.184	186.639	820126.562	48926324
16	4394.184	184.157	809220	48275672
17	4394.184	182.866	803547.188	47937248
18	4394.184	181.331	796800.562	47534764
19	4394.184	372.863	1638427.125	97743712
20	4394.184	374.859	1647199.750	98267064
21	4394.184	382.735	1681806.375	100331592
22	4394.184	388.058	1705198.250	101727080
23	4394.184	397.785	1747941.500	104277016
24	4394.184	400.871	1761499.875	105085872
25	4394.184	405.193	1780490.625	106218800
26	4394.184	412.728	1813603.625	108194224
27	4394.184	414.895	1823124.125	108762192
28	4394.184	419.717	1844314.500	110026344
29	4394.184	427.224	1877302.750	111994328
30	4394.184	434.340	1908570.250	113859648
31	4394.184	439.711	1932170.750	115267592
32	4394.184	447.975	1968483	117433872
33	4394.184	455.403	2001126.375	119381272
34	4394.184	467.009	2052123.875	122423640
35	4394.184	478.873	2104258	125533808
36	4394.184	490.620	2155876.250	128613200
37	4394.184	503.643	2213100.500	132027024
38	4394.184	517.816	2275379.750	135742416
39	4394.184	535.020	2350978	140252400
40	4394.184	545.609	2397506.750	143028160
41	4394.184	566.741	2490362.250	148567632
42	4394.184	583.938	2565930.500	153075824
43	4394.184	601.119	2641426	157579664
44	4394.184	625.761	2749707	164039376
45	4394.184	645.759	2837585	169281920
46	4394.184	674.345	2963196	176775504
47	4394.184	704.953	3097691.500	184799104
48	4394.184	732.150	3217203.500	191928832
49	4394.184	758.136	3331389.750	198740848
50	4394.184	793.928	3488663.750	208123360
51	4394.184	825.663	3628113.250	216442512
52	4394.184	855.972	3761299.250	224387984
53	4394.184	883.973	3884340.500	231728256
54	4394.184	904.385	3974035.250	237079168
55	4394.184	930.870	4090414.500	244022016
56	4394.184	956.391	4202559.500	250712256
57	4394.184	982.107	4315557.500	257453392
58	4394.184	1007.506	4427168.500	264111776
59	4394.184	1034.135	4544178.500	271092224
60	4394.184	1052.950	4626856	276024512
61	4394.184	1031.566	4532889	270418752
