 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	225.108	989165.375	59010680
2	4394.184	239.626	1052959.750	62816464
3	4394.184	261.385	1148574.375	68520544
4	4394.184	271.892	1194742.875	71274824
5	4394.184	291.403	1280480.250	76389664
6	4394.184	311.493	1368759.625	81656152
7	4394.184	320.565	1408619.500	84034064
8	4394.184	334.200	1468538	87608632
9	4394.184	352.780	1550179.125	92479104
10	4394.184	372.257	1635765	97584904
11	4394.184	389.509	1711575.250	102107512
12	4394.184	402.239	1767510.125	105444424
13	4394.184	333.579	1465809.375	87445848
14	4394.184	201.239	884281.438	52753612
15	4394.184	201.597	885853.562	52847404
16	4394.184	200.924	882899.125	52671152
17	4394.184	201.466	885277.812	52813056
18	4394.184	199.494	876614.562	52296228
19	4394.184	433.367	1904295.500	113604632
20	4394.184	445.169	1956155.750	116698464
21	4394.184	444.970	1955280.625	116646256
22	4394.184	445.319	1956811.875	116737608
23	4394.184	446.090	1960201.875	116939840
24	4394.184	451.999	1986168.625	118488944
25	4394.184	453.027	1990683.375	118758280
26	4394.184	454.515	1997220.625	119148272
27	4394.184	460.191	2022165.375	120636400
28	4394.184	463.354	2036063.250	121465512
29	4394.184	471.544	2072050.750	123612416
30	4394.184	476.764	2094988.250	124980800
31	4394.184	482.162	2118710.500	126396000
32	4394.184	485.689	2134208.500	127320568
33	4394.184	497.761	2187255.250	130485176
34	4394.184	504.201	2215551.750	132173256
35	4394.184	518.441	2278123.750	135906128
36	4394.184	546.174	2399990.500	143176320
37	4394.184	579.021	2544326	151786960
38	4394.184	606.694	2665923	159041072
39	4394.184	645.539	2836616	169224112
40	4394.184	677.224	2975848.750	177530320
41	4394.184	697.361	3064331.750	182808960
42	4394.184	714.017	3137522.750	187175312
43	4394.184	730.250	3208851.500	191430592
44	4394.184	751.381	3301707.250	196970080
45	4394.184	765.821	3365156.750	200755280
46	4394.184	774.161	3401805.750	202941664
47	4394.184	790.403	3473175	207199328
48	4394.184	803.472	3530605.500	210625472
49	4394.184	828.142	3639008	217092448
50	4394.184	839.724	3689903.250	220128704
51	4394.184	861.632	3786167.500	225871552
52	4394.184	881.943	3875420	231196096
53	4394.184	905.318	3978133.250	237323648
54	4394.184	938.030	4121876.500	245898944
55	4394.184	963.112	4232093	252474128
56	4394.184	988.531	4343787.500	259137504
57	4394.184	1016.340	4465984	266427376
58	4394.184	1045.490	4594073	274068800
59	4394.184	1049.013	4609556.500	274992480
60	4394.184	1073.173	4715718.500	281325824
61	4394.184	1096.652	4818891.500	287480800
