 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	282.199	1240032.375	73976664
2	4394.184	293.092	1287901.250	76832376
3	4394.184	300.467	1320308.125	78765672
4	4394.184	299.252	1314969.125	78447168
5	4394.184	306.745	1347895.250	80411440
6	4394.184	318.092	1397753.125	83385816
7	4394.184	326.110	1432986.875	85487760
8	4394.184	303.665	1334357.625	79603832
9	4394.184	333.622	1465994.875	87456912
10	4394.184	352.473	1548830.250	92398632
11	4394.184	379.833	1669054.125	99570832
12	4394.184	401.785	1765516.500	105325488
13	4394.184	419.932	1845258.875	110082680
14	4394.184	438.802	1928176	115029272
15	4394.184	451.737	1985015	118420120
16	4394.184	462.270	2031301.250	121181424
17	4394.184	475.706	2090340.375	124703520
18	4394.184	486.706	2138677.250	127587160
19	4394.184	497.316	2185297	130368352
20	4394.184	506.032	2223599.750	132653376
21	4394.184	507.939	2231977.250	133153160
22	4394.184	519.197	2281446	136104304
23	4394.184	524.805	2306089.750	137574480
24	4394.184	522.801	2297283.750	137049152
25	4394.184	524.657	2305437.750	137535600
26	4394.184	526.347	2312864.750	137978672
27	4394.184	537.192	2360519.750	140821632
28	4394.184	541.889	2381158.250	142052864
29	4394.184	547.772	2407009.750	143595072
30	4394.184	556.306	2444510	145832224
31	4394.184	554.609	2437054.500	145387456
32	4394.184	562.812	2473100.750	147537872
33	4394.184	575.988	2530996.250	150991744
34	4394.184	577.663	2538355.250	151430768
35	4394.184	573.477	2519961.750	150333472
36	4394.184	588.541	2586156	154282416
37	4394.184	593.588	2608333.750	155605472
38	4394.184	604.006	2654112.750	158336512
39	4394.184	608.109	2672141.500	159412064
40	4394.184	620.301	2725716.250	162608160
41	4394.184	624.598	2744600	163734704
42	4394.184	631.437	2774652	165527520
43	4394.184	604.284	2655334.500	158409408
44	4394.184	668.746	2938591.750	175307696
45	4394.184	673.448	2959253.750	176540320
46	4394.184	683.256	3002354.250	179111568
47	4394.184	689.308	3028944	180697840
48	4394.184	691.918	3040413.500	181382064
49	4394.184	691.477	3038477	181266544
50	4394.184	692.329	3042220.500	181489872
51	4394.184	689.284	3028838.750	180691552
52	4394.184	688.040	3023374.750	180365600
53	4394.184	682.864	3000628.750	179008624
54	4394.184	680.752	2991350.750	178455136
55	4394.184	666.899	2930477	174823584
56	4394.184	654.401	2875557	171547216
57	4394.184	642.796	2824562.750	168505056
58	4394.184	633.483	2783642.750	166063888
59	4394.184	629.431	2765835	165001520
60	4394.184	627.553	2757584.250	164509312
61	4394.184	613.861	2697417.500	160919936
62	4394.184	607.445	2669224.500	159238032
63	4394.184	598.268	2628899.250	156832352
64	4394.184	601.601	2643546.250	157706144
65	4394.184	602.315	2646682.500	157893248
66	4394.184	600.268	2637687.250	157356608
67	4394.184	597.659	2626223.250	156672704
68	4394.184	586.110	2575475.750	153645264
69	4394.184	579.864	2548026.750	152007744
70	4394.184	579.558	2546683.750	151927616
71	4394.184	585.695	2573652.500	153536496
72	4394.184	580.167	2549361.250	152087360
73	4394.184	583.411	2563614.250	152937648
74	4394.184	584.737	2569441.750	153285296
75	4394.184	621.467	2730841.250	162913904
76	4394.184	621.097	2729215.250	162816896
77	4394.184	623.157	2738266.250	163356848
78	4394.184	626.793	2754242.250	164309936
79	4394.184	584.882	2570078.250	153323248
