 	Area1	Mean1	IntDen1	RawIntDen1
1	4394.184	163.317	717642.750	42812444
2	4394.184	168.492	740383.875	44169108
3	4394.184	178.003	782176.500	46662336
4	4394.184	193.866	851880.688	50820680
5	4394.184	202.354	889181.375	53045928
6	4394.184	225.312	990063.438	59064252
7	4394.184	234.386	1029935.625	61442912
8	4394.184	235.692	1035672.500	61785160
9	4394.184	256.916	1128937.250	67349056
10	4394.184	275.535	1210749.500	72229736
11	4394.184	294.671	1294837.250	77246160
12	4394.184	312.795	1374480.375	81997432
13	4394.184	326.047	1432709.250	85471200
14	4394.184	341.435	1500326.750	89505048
15	4394.184	349.863	1537361.250	91714424
16	4394.184	358.721	1576284.375	94036464
17	4394.184	371.242	1631305.250	97318840
18	4394.184	381.584	1676752.375	100030080
19	4394.184	385.373	1693401.750	101023344
20	4394.184	394.076	1731643	103304704
21	4394.184	401.223	1763046.750	105178152
22	4394.184	405.554	1782076.750	106313424
23	4394.184	409.288	1798486.750	107292400
24	4394.184	415.022	1823683	108795536
25	4394.184	418.047	1836976.375	109588576
26	4394.184	420.312	1846930.125	110182384
27	4394.184	424.254	1864249.375	111215600
28	4394.184	425.683	1870531.500	111590368
29	4394.184	429.034	1885254.125	112468688
30	4394.184	438.964	1928886.625	115071672
31	4394.184	441.423	1939692.125	115716288
32	4394.184	447.430	1966091.375	117291192
33	4394.184	454.644	1997789.500	119182208
34	4394.184	451.211	1982702.125	118282144
35	4394.184	443.505	1948840.500	116262056
36	4394.184	454.693	1998003.375	119194968
37	4394.184	465.337	2044775.375	121985248
38	4394.184	475.430	2089128	124631200
39	4394.184	482.613	2120688.750	126514008
40	4394.184	495.319	2176522	129844856
41	4394.184	503.516	2212542	131993704
42	4394.184	499.533	2195039.750	130949568
43	4394.184	480.454	2111202.250	125948080
44	4394.184	537.099	2360110.750	140797232
45	4394.184	537.692	2362715.250	140952608
46	4394.184	547.778	2407036.750	143596688
47	4394.184	554.825	2438003.250	145444064
48	4394.184	560.445	2462697.500	146917248
49	4394.184	566.350	2488646.750	148465296
50	4394.184	563.618	2476642.500	147749168
51	4394.184	566.765	2490468.750	148574000
52	4394.184	573.051	2518089.750	150221776
53	4394.184	587.474	2581469.250	154002816
54	4394.184	578.897	2543781.500	151754480
55	4394.184	569.521	2502581	149296576
56	4394.184	578.465	2541883.250	151641232
57	4394.184	575.108	2527132.250	150761232
58	4394.184	573.734	2521094.750	150401056
59	4394.184	574.346	2523784.250	150561488
60	4394.184	587.950	2583559.750	154127520
61	4394.184	595.884	2618424.750	156207472
62	4394.184	593.744	2609020.750	155646448
63	4394.184	600.354	2638064	157379088
64	4394.184	606.597	2665499.250	159015792
65	4394.184	607.593	2669875.500	159276880
66	4394.184	607.777	2670683.250	159325056
67	4394.184	614.817	2701620	161170640
68	4394.184	616.324	2708241.500	161565680
69	4394.184	621.288	2730053.500	162866912
70	4394.184	630.322	2769748.750	165235008
71	4394.184	640.659	2815175	167945008
72	4394.184	642.252	2822173.250	168362512
73	4394.184	652.777	2868420.750	171121488
74	4394.184	651.981	2864925	170912944
75	4394.184	692.204	3041670	181457040
76	4394.184	689.595	3030205.750	180773104
77	4394.184	697.825	3066370.250	182930576
78	4394.184	700.701	3079009.250	183684576
79	4394.184	655.739	2881438	171898064
